filename,plate_number,confidence,timestamp
download (1).jpeg,IND,0.0,2025-05-12 10:36:06
download (1).jpeg,IND,0.0,2025-05-12 10:37:14
download (1).jpeg,IND,0.0,2025-05-12 10:38:14
